gene_id,assigned_peaks
gna12a,"['3-41640265-41640501', '3-41641982-41642307', '3-41642517-41643632', '3-41647130-41648374', '3-41652326-41652980', '3-41656153-41656975']"
eif3ba,"['3-41705009-41705943', '3-41707612-41708671', '3-41709835-41710739', '3-41711164-41711971', '3-41712359-41713144', '3-41713732-41715886', '3-41718731-41719564', '3-41722913-41723497']"
chst12a,"['3-41722913-41723497', '3-41725738-41727233', '3-41731488-41733709', '3-41735224-41735599', '3-41736659-41737045', '3-41737305-41737601']"
grifin,"['3-41781851-41782060', '3-41782513-41783211', '3-41783775-41784219', '3-41785857-41786610', '3-41790291-41792565', '3-41793992-41794481', '3-41795440-41795639', '3-41795775-41796709', '3-41798006-41798980']"
lfng,"['3-41908895-41910835', '3-41911245-41911866', '3-41913043-41913634', '3-41916246-41916601', '3-41917129-41917969', '3-41918381-41918827', '3-41919165-41922158', '3-41925027-41925366', '3-41926198-41926538']"
ttyh3a,"['3-42079820-42080837', '3-42080898-42081125', '3-42082560-42082956', '3-42084986-42085253', '3-42085983-42087628', '3-42090107-42090598', '3-42092989-42093880']"
snx8a,"['3-42080898-42081125', '3-42082560-42082956', '3-42084986-42085253', '3-42085983-42087628', '3-42090107-42090598', '3-42092989-42093880', '3-42095947-42097812', '3-42098777-42099152']"
nudt1,"['3-42117947-42118592', '3-42118907-42119134', '3-42120258-42120505', '3-42122056-42122888', '3-42124772-42127080', '3-42127966-42128541', '3-42128544-42128928', '3-42131192-42132056', '3-42133125-42134540']"
mrm2,"['3-42117947-42118592', '3-42118907-42119134', '3-42120258-42120505', '3-42122056-42122888', '3-42124772-42127080', '3-42127966-42128541', '3-42128544-42128928', '3-42131192-42132056', '3-42133125-42134540', '3-42135517-42135924']"
zgc:194207,"['3-42181799-42182811', '3-42183003-42183246']"
psmg3,"['3-42910895-42911496', '3-42912938-42913490', '3-42914150-42915187', '3-42916410-42916813', '3-42917317-42918104', '3-42918759-42919989', '3-42922814-42923576', '3-42925152-42926167', '3-42926470-42926746']"
tmem184a,"['3-42914150-42915187', '3-42916410-42916813', '3-42917317-42918104', '3-42918759-42919989', '3-42922814-42923576', '3-42925152-42926167', '3-42926470-42926746', '3-42929427-42929637', '3-42930654-42931059', '3-42931429-42932544']"
mafk,"['3-42972828-42974156', '3-42974967-42975318', '3-42977123-42978081', '3-42978282-42978738', '3-42980407-42982311', '3-42983955-42984958', '3-42985953-42986162', '3-42987079-42988167']"
ints1,"['3-42993368-42994003', '3-42994230-42995946', '3-42996805-42997750', '3-42998759-43000655', '3-43002870-43003338', '3-43005034-43005669', '3-43008734-43009028']"
si:dkey-43p13.5,"['3-43077251-43077976', '3-43079249-43080654', '3-43085320-43086803', '3-43089391-43090034', '3-43091477-43091991', '3-43093841-43094645', '3-43095510-43096194']"
micall2a,"['3-43093841-43094645', '3-43095510-43096194', '3-43096819-43097377', '3-43097589-43098389', '3-43101497-43102486', '3-43103356-43103807', '3-43105989-43106857', '3-43108567-43109736', '3-43110369-43110723', '3-43111248-43111607']"
uncx,"['3-43348751-43349559', '3-43350268-43352222', '3-43352755-43353718', '3-43355543-43356293', '3-43358201-43358704', '3-43359405-43361054', '3-43364646-43365621']"
zfand2a,"['3-43364646-43365621', '3-43366062-43366295', '3-43366514-43367326', '3-43369524-43369773', '3-43370044-43370561', '3-43371756-43372084', '3-43373553-43374725', '3-43380178-43380887', '3-43381515-43381780', '3-43383426-43383767']"
galr2b,"['3-43452230-43452979', '3-43453415-43453786', '3-43454949-43455181', '3-43455969-43456168', '3-43456432-43457113', '3-43460172-43460923', '3-43461215-43461514', '3-43462264-43462765', '3-43463387-43463867', '3-43464938-43465671', '3-43467484-43468029', '3-43468708-43469039']"
axin1,"['3-43679336-43679943', '3-43681628-43682902', '3-43684424-43687484', '3-43690078-43691215', '3-43693449-43693695', '3-43693793-43694450', '3-43695522-43696201']"
zc3h7a,"['3-43764388-43764952', '3-43765501-43765986', '3-43767062-43767340', '3-43767828-43768117', '3-43770355-43771189', '3-43771719-43772591', '3-43773543-43775247', '3-43777440-43778415', '3-43779366-43779721', '3-43780235-43780516', '3-43782582-43782849']"
snn,"['3-43813816-43814039', '3-43814132-43814888', '3-43815026-43815404', '3-43815767-43816294', '3-43820544-43821549', '3-43822620-43823219', '3-43825450-43826612', '3-43828552-43829013', '3-43829136-43829475', '3-43830245-43830955']"
litaf,"['3-43820544-43821549', '3-43822620-43823219', '3-43825450-43826612', '3-43828552-43829013', '3-43829136-43829475', '3-43830245-43830955', '3-43834111-43835492']"
rmi2,"['3-43825450-43826612', '3-43828552-43829013', '3-43829136-43829475', '3-43830245-43830955', '3-43834111-43835492', '3-43836604-43836851', '3-43836894-43837875', '3-43840098-43841228', '3-43842089-43842295']"
mslna,"['3-43861788-43862083', '3-43862153-43863223', '3-43863788-43864110', '3-43867294-43867493', '3-43868006-43868668', '3-43869537-43869845', '3-43870882-43871502', '3-43874602-43874829', '3-43874924-43875608', '3-43876096-43876623', '3-43877292-43877507', '3-43877676-43877902', '3-43878396-43878705', '3-43879247-43880337']"
ubfd1,"['3-43945020-43945435', '3-43946916-43947200', '3-43948208-43948495', '3-43948737-43948990', '3-43949650-43949979', '3-43953482-43955031', '3-43955745-43956299', '3-43956548-43956768', '3-43959398-43959899', '3-43960079-43960656', '3-43960874-43961266', '3-43962581-43963468']"
il4r.2,"['3-44021356-44021637', '3-44029665-44030193', '3-44037087-44037307']"
il4r.1,"['3-44053004-44053213', '3-44054257-44055052', '3-44059572-44061100', '3-44062242-44062756', '3-44064761-44064960', '3-44065432-44065752', '3-44067752-44068190', '3-44069048-44069920']"
nsmce1,"['3-44053004-44053213', '3-44054257-44055052', '3-44059572-44061100', '3-44062242-44062756', '3-44064761-44064960', '3-44065432-44065752', '3-44067752-44068190', '3-44069048-44069920']"
kdm8,"['3-44085816-44086099', '3-44086386-44086765', '3-44088205-44088404', '3-44088620-44089747', '3-44092711-44093149', '3-44093424-44094915', '3-44097827-44098832', '3-44099769-44100442', '3-44100750-44101099', '3-44101591-44102164']"
hs3st4,"['3-44744665-44745799', '3-44747447-44748207', '3-44751239-44751496', '3-44752468-44754114', '3-44754481-44755256', '3-44758716-44758991', '3-44760577-44761089', '3-44762956-44763469']"
hs3st2,"['3-44937970-44938681', '3-44938694-44938893', '3-44940492-44940762', '3-44941207-44941669', '3-44942376-44942877', '3-44943380-44943616', '3-44944180-44944549', '3-44946391-44947701', '3-44949307-44950046', '3-44952959-44953283', '3-44954737-44954976', '3-44955225-44956190']"
usp31,"['3-45240276-45241175', '3-45244396-45247498', '3-45250152-45250997', '3-45252533-45252838', '3-45254234-45254684', '3-45255834-45256188']"
kctd5a,"['3-45271992-45272523', '3-45272652-45273048', '3-45275093-45275521', '3-45277817-45278639', '3-45280193-45281456', '3-45281727-45282120', '3-45282914-45283712', '3-45286605-45287099', '3-45287536-45288712', '3-45289268-45289575']"
pdpk1a,"['3-45300163-45301011', '3-45302649-45304678', '3-45304886-45305291', '3-45307739-45308935', '3-45309163-45309751', '3-45315292-45316316', '3-45316864-45317063']"
il21r.2,"['3-45318405-45318623', '3-45318732-45319073', '3-45322041-45322905', '3-45324188-45324767', '3-45325307-45325549', '3-45325760-45326551', '3-45333089-45333556', '3-45334187-45334394']"
il21r.1,"['3-45355712-45356633', '3-45358838-45359740', '3-45361328-45361623', '3-45362458-45363102', '3-45364268-45365985']"
ube2ia,"['3-45355712-45356633', '3-45358838-45359740', '3-45361328-45361623', '3-45362458-45363102', '3-45364268-45365985', '3-45372196-45372896']"
baiap3,"['3-45394005-45394252', '3-45395296-45395618', '3-45397619-45398564', '3-45400966-45402053', '3-45402959-45403280', '3-45405501-45405878', '3-45409176-45410295']"
gpr146,"['3-45678742-45678941', '3-45682730-45683454', '3-45685997-45686229', '3-45686534-45687878', '3-45688662-45689016', '3-45691212-45691527', '3-45693097-45693989', '3-45694447-45694876', '3-45695001-45695621']"
gper1,"['3-45747475-45747846', '3-45748501-45748703', '3-45749774-45750704', '3-45752675-45752874', '3-45753200-45753830', '3-45754622-45754952', '3-45756442-45756798', '3-45756933-45757476', '3-45757753-45758178', '3-45758336-45758934', '3-45761256-45761599', '3-45764679-45765470']"
unkl,"['3-45772526-45774128', '3-45774291-45775172', '3-45776816-45780666', '3-45784886-45785179', '3-45787498-45788566']"
igfals,"['3-45842414-45843758', '3-45844817-45845061', '3-45846159-45847991', '3-45849151-45849350', '3-45852262-45853237', '3-45853959-45854250', '3-45854428-45854745', '3-45855626-45856017', '3-45856299-45856824']"
shisa9b,"['3-46105703-46106113', '3-46106743-46107160', '3-46109050-46109391', '3-46109869-46110236', '3-46114303-46115440', '3-46117273-46117499', '3-46118697-46119353', '3-46119407-46121527', '3-46122742-46123101', '3-46123875-46124123']"
mrtfbb,"['3-46262199-46262627', '3-46262953-46263584', '3-46263991-46264847', '3-46265937-46266851', '3-46267746-46268347', '3-46271187-46271417', '3-46271693-46272506', '3-46274750-46275244', '3-46277230-46278138', '3-46280134-46281005']"
snrnp25,"['3-46370704-46371177', '3-46372916-46373173', '3-46374761-46375621', '3-46378373-46380449', '3-46381705-46381928', '3-46385938-46386515', '3-46387260-46387591', '3-46388869-46389167']"
polr3k,"['3-46370704-46371177', '3-46372916-46373173', '3-46374761-46375621', '3-46378373-46380449', '3-46381705-46381928', '3-46385938-46386515', '3-46387260-46387591', '3-46388869-46389167', '3-46389712-46389951']"
cdip1,"['3-46403376-46404024', '3-46404782-46405581', '3-46409387-46410681', '3-46414825-46415682', '3-46416371-46416570', '3-46416973-46417716', '3-46418991-46419962']"
sc:d0202,"['3-46416371-46416570', '3-46416973-46417716', '3-46418991-46419962', '3-46421462-46422421', '3-46423348-46424006', '3-46425822-46426192', '3-46427261-46427718', '3-46429500-46430232', '3-46430740-46431789', '3-46431951-46432824']"
si:ch211-66e2.3,"['3-46437853-46438710', '3-46439724-46439987', '3-46440811-46441757', '3-46443720-46445798', '3-46447535-46447886', '3-46448827-46449462', '3-46449797-46450365', '3-46452857-46453056']"
si:ch211-66e2.5,"['3-46447535-46447886', '3-46448827-46449462', '3-46449797-46450365', '3-46452857-46453056', '3-46455013-46455790', '3-46456284-46456486', '3-46456932-46457617', '3-46459432-46459939', '3-46460329-46460944', '3-46462509-46463310', '3-46463330-46463919']"
tyk2,"['3-46471246-46471456', '3-46471915-46473436', '3-46473927-46474840', '3-46476173-46476756', '3-46477902-46478293', '3-46479383-46480199', '3-46483349-46484437', '3-46484891-46486017', '3-46486466-46486768', '3-46487769-46488288']"
raver1,"['3-46550786-46551135', '3-46555610-46556359', '3-46556945-46557853', '3-46558998-46560339', '3-46562121-46562553', '3-46564524-46564840', '3-46566184-46566844', '3-46567911-46568663']"
pde4a,"['3-46619474-46620063', '3-46622770-46623559', '3-46623696-46624149', '3-46627149-46627841', '3-46628753-46630543', '3-46634483-46635691']"
si:dkey-248g21.1,"['3-46627149-46627841', '3-46628753-46630543', '3-46634483-46635691', '3-46639365-46639880', '3-46640496-46641133', '3-46642061-46642545', '3-46642994-46643198', '3-46643533-46643827']"
prkcsh,"['3-46756431-46757150', '3-46761147-46761592', '3-46761846-46762815', '3-46763551-46764680', '3-46765495-46765813', '3-46766364-46767252', '3-46772945-46773156']"
elavl3,"['3-46810453-46812394', '3-46814556-46815445', '3-46816509-46817097', '3-46817423-46818856', '3-46819185-46819997', '3-46822019-46822463', '3-46824816-46825161', '3-46826227-46826764']"
qtrt1,"['3-47118193-47118822', '3-47119517-47119991', '3-47124422-47124970', '3-47125214-47125864', '3-47126278-47126845', '3-47127479-47128216', '3-47130257-47131787', '3-47133382-47133773', '3-47134927-47135900', '3-47136822-47137283']"
dnm2a,"['3-47124422-47124970', '3-47125214-47125864', '3-47126278-47126845', '3-47127479-47128216', '3-47130257-47131787', '3-47133382-47133773', '3-47134927-47135900', '3-47136822-47137283', '3-47138493-47139041', '3-47139172-47140050']"
tmed1a,"['3-47226283-47226709', '3-47227540-47227963', '3-47229079-47229744', '3-47230704-47231001', '3-47234160-47235931', '3-47241795-47242002', '3-47242372-47242633', '3-47242988-47243414', '3-47244098-47244365', '3-47244786-47245231']"
tnfsf14,"['3-47241795-47242002', '3-47242372-47242633', '3-47242988-47243414', '3-47244098-47244365', '3-47244786-47245231', '3-47245615-47246335', '3-47246964-47247255', '3-47248859-47249068', '3-47250269-47250638', '3-47250866-47251066', '3-47251419-47251618', '3-47252023-47252865', '3-47254413-47254625', '3-47255378-47255918']"
tnfsf18,"['3-47285324-47285601', '3-47286252-47286746', '3-47287522-47289647', '3-47289793-47290526', '3-47293946-47294752', '3-47295450-47295986', '3-47297243-47298272', '3-47298412-47298849', '3-47301643-47302348', '3-47303306-47303627']"
ppap2d,"['3-47314016-47314862', '3-47315378-47315930', '3-47317734-47318633', '3-47320468-47321308', '3-47321999-47323556', '3-47324062-47324289', '3-47324440-47324655', '3-47325334-47325861', '3-47326069-47326645']"
adgrl1a,"['3-47868008-47869688', '3-47872153-47872605', '3-47873993-47876567', '3-47881438-47881648', '3-47884080-47884345', '3-47884621-47885109', '3-47885154-47885524', '3-47885908-47886123']"
si:ch211-207b24.4,"['3-48200379-48201580', '3-48201590-48202382', '3-48203211-48204193', '3-48205302-48205978', '3-48206109-48206698', '3-48207788-48208454', '3-48210496-48211115', '3-48211976-48213140', '3-48215835-48216252']"
fn3krp,"['3-48211976-48213140', '3-48215835-48216252', '3-48218039-48218767', '3-48219428-48219815', '3-48220976-48221682', '3-48223882-48224118', '3-48225912-48226319', '3-48227343-48227742', '3-48228457-48228767', '3-48229105-48229665']"
tbcd,"['3-48225912-48226319', '3-48227343-48227742', '3-48228457-48228767', '3-48229105-48229665', '3-48233791-48234774', '3-48235729-48236090', '3-48237178-48237387', '3-48241031-48241690', '3-48242319-48242704', '3-48243454-48243830']"
znf750,"['3-48249676-48250083', '3-48251731-48253071', '3-48253564-48253969', '3-48255248-48255788', '3-48256072-48256855', '3-48257091-48257918', '3-48258134-48258881', '3-48259626-48260583', '3-48262829-48263028', '3-48265061-48265385', '3-48265723-48265964', '3-48267372-48267799']"
metrnla,"['3-48464721-48465251', '3-48467191-48467495', '3-48468728-48469264', '3-48470577-48471435', '3-48471592-48472311', '3-48473091-48473882', '3-48474523-48475701', '3-48476458-48477748', '3-48479875-48480347', '3-48481515-48482820']"
atp5pd,"['3-48550398-48551310', '3-48551967-48552191', '3-48555017-48555991', '3-48557354-48558248', '3-48559343-48560331', '3-48560677-48561056', '3-48561320-48561926', '3-48564484-48565128', '3-48567868-48568131', '3-48568956-48569155']"
slc16a5b,"['3-48551967-48552191', '3-48555017-48555991', '3-48557354-48558248', '3-48559343-48560331', '3-48560677-48561056', '3-48561320-48561926', '3-48564484-48565128', '3-48567868-48568131', '3-48568956-48569155', '3-48570071-48570422', '3-48570727-48571419']"
ndel1b,"['3-48602769-48603682', '3-48605557-48605799', '3-48607171-48608024', '3-48608865-48609495', '3-48611403-48612650', '3-48613366-48614285', '3-48614592-48615210', '3-48618146-48618994', '3-48620156-48620581']"
hs3st3b1a,"['3-48833313-48833545', '3-48834529-48835480', '3-48838432-48839112', '3-48839878-48840413', '3-48840651-48841090', '3-48843039-48844027', '3-48848518-48848788', '3-48849338-48849965', '3-48850704-48851209']"
zgc:163083,"['3-49011511-49012139', '3-49014613-49015142', '3-49015785-49016640', '3-49018650-49019479', '3-49019677-49020371', '3-49020917-49022091', '3-49023506-49023762', '3-49024022-49024426', '3-49025469-49026140', '3-49028568-49028997', '3-49029211-49029944']"
zgc:92161,"['3-49034129-49034792', '3-49035126-49035399', '3-49037317-49037643', '3-49038388-49038858', '3-49043664-49044167', '3-49044645-49045012', '3-49045591-49047297', '3-49047385-49048337', '3-49052910-49053674']"
zgc:112146,"['3-49071925-49072399', '3-49072819-49073103', '3-49073509-49074214', '3-49074429-49074849', '3-49075563-49075908', '3-49077173-49077819', '3-49079576-49079805', '3-49080930-49081831', '3-49083000-49083722']"
zgc:123284,"['3-49097420-49100104', '3-49101661-49101933', '3-49102022-49102835', '3-49103188-49103619', '3-49104311-49105044']"
trim35-12,"['3-49101661-49101933', '3-49102022-49102835', '3-49103188-49103619', '3-49104311-49105044', '3-49109082-49109281', '3-49109620-49110626', '3-49112610-49113062', '3-49113393-49114444', '3-49115300-49115909', '3-49117597-49118371', '3-49118917-49119616', '3-49119876-49120119']"
gipc1,"['3-49129234-49129524', '3-49130036-49130261', '3-49131442-49132822', '3-49132893-49133215', '3-49133994-49134367', '3-49137111-49138320', '3-49139106-49139648', '3-49140483-49140904', '3-49141207-49141626', '3-49142834-49143103', '3-49146369-49146889']"
dnajb1a,"['3-49160407-49161275', '3-49162868-49164066', '3-49164820-49165257', '3-49165708-49166329', '3-49167495-49168328', '3-49169869-49170078', '3-49171050-49171259', '3-49171716-49172602']"
si:ch73-167f10.1,"['3-49373274-49374047', '3-49374997-49375196', '3-49376399-49376623', '3-49376842-49377495', '3-49379686-49380559', '3-49382073-49383311', '3-49383827-49384476', '3-49388995-49389208', '3-49389566-49390357']"
tecra,"['3-49388995-49389208', '3-49389566-49390357', '3-49392766-49393237', '3-49395643-49396290', '3-49396523-49397627', '3-49398088-49399910', '3-49400985-49401949', '3-49406267-49406466']"
samd1a,"['3-49439163-49440146', '3-49443648-49444527', '3-49445871-49448079', '3-49451749-49452563', '3-49453001-49453412', '3-49453485-49454024', '3-49456093-49456972', '3-49457024-49457624']"
prkacaa,"['3-49494840-49495720', '3-49497190-49497842', '3-49498569-49499231', '3-49500688-49501559', '3-49502958-49505554', '3-49506286-49507031', '3-49511876-49512161']"
asf1ba,"['3-49506286-49507031', '3-49511876-49512161', '3-49514085-49515212', '3-49517135-49518028', '3-49520529-49521403', '3-49521987-49522251', '3-49523597-49524076']"
crb3a,"['3-49511876-49512161', '3-49514085-49515212', '3-49517135-49518028', '3-49520529-49521403', '3-49521987-49522251', '3-49523597-49524076', '3-49525077-49525967', '3-49527918-49528595', '3-49528876-49529244', '3-49530106-49530827']"
gcgra,"['3-49915813-49916235', '3-49917204-49917763', '3-49919489-49919688', '3-49921587-49922080', '3-49922884-49923312', '3-49924002-49925423', '3-49926155-49926543', '3-49926968-49927303', '3-49932176-49932574', '3-49932860-49933350', '3-49934065-49934325']"
mrpl12,"['3-50058231-50059009', '3-50061201-50061850', '3-50062996-50063809', '3-50064220-50065054', '3-50065705-50067175', '3-50067565-50067764', '3-50068169-50069182', '3-50069518-50070128', '3-50071378-50072470', '3-50075196-50076003']"
zgc:103625,"['3-50061201-50061850', '3-50062996-50063809', '3-50064220-50065054', '3-50065705-50067175', '3-50067565-50067764', '3-50068169-50069182', '3-50069518-50070128', '3-50071378-50072470', '3-50075196-50076003', '3-50076907-50077579']"
hgs,"['3-50110296-50110526', '3-50111606-50113810', '3-50115447-50115651', '3-50116460-50116659', '3-50117205-50118218', '3-50119893-50120702', '3-50122562-50123303', '3-50123612-50124532', '3-50126268-50126555', '3-50126941-50127431']"
cldnk,"['3-50117205-50118218', '3-50119893-50120702', '3-50122562-50123303', '3-50123612-50124532', '3-50126268-50126555', '3-50126941-50127431', '3-50128422-50129042', '3-50129993-50130253', '3-50131603-50132329', '3-50133216-50134015', '3-50135776-50136520']"
btr02,"['3-50129993-50130253', '3-50131603-50132329', '3-50133216-50134015', '3-50135776-50136520', '3-50138302-50138555', '3-50139157-50139555', '3-50141193-50141520', '3-50142622-50143841', '3-50146357-50147214']"
si:dkey-120c6.5,"['3-50138302-50138555', '3-50139157-50139555', '3-50141193-50141520', '3-50142622-50143841', '3-50146357-50147214', '3-50148582-50150029', '3-50150570-50151549', '3-50154742-50155763', '3-50156082-50156448']"
rsad1,"['3-50146357-50147214', '3-50148582-50150029', '3-50150570-50151549', '3-50154742-50155763', '3-50156082-50156448', '3-50158325-50158854', '3-50159248-50159930', '3-50164932-50165172']"
epn3a,"['3-50198592-50199446', '3-50200768-50201951', '3-50202599-50202963', '3-50204310-50205187', '3-50206524-50207372', '3-50209857-50210493', '3-50210719-50211306']"
arl16,"['3-50270005-50270625', '3-50270787-50271343', '3-50272528-50273525', '3-50276887-50278359', '3-50279889-50280260', '3-50281586-50282330', '3-50282719-50283609', '3-50286039-50287224', '3-50287422-50287855']"
gas7a,"['3-50301320-50301967', '3-50303693-50304246', '3-50307022-50307385', '3-50310410-50311629', '3-50312179-50313052', '3-50314815-50315646', '3-50316798-50317165', '3-50317303-50317587']"
rcvrna,"['3-50434109-50434371', '3-50435137-50436114', '3-50436453-50436858', '3-50437366-50437961', '3-50439799-50440469', '3-50440993-50441415', '3-50442791-50443877', '3-50444949-50445488', '3-50445540-50445896', '3-50446554-50446830', '3-50448437-50448639', '3-50449166-50449524']"
pmp22a,"['3-50858284-50858895', '3-50859165-50860215', '3-50862079-50863519', '3-50864917-50865499', '3-50867539-50867951', '3-50869485-50869840', '3-50871394-50871970', '3-50873271-50873657', '3-50873898-50874513']"
cdc42ep4a,"['3-50989192-50989896', '3-50990140-50990602', '3-50991542-50992268', '3-50992887-50993417', '3-50993663-50993906', '3-50997464-50998774', '3-50999345-51000557', '3-51002648-51002952', '3-51004363-51005226']"
sdk2a,"['3-51133061-51134555', '3-51138988-51139735', '3-51140761-51141930', '3-51144588-51145471', '3-51145968-51146167', '3-51147035-51147553', '3-51147888-51148601']"
ttyh2l,"['3-51554187-51555274', '3-51556438-51556642', '3-51559499-51559863', '3-51560064-51560444', '3-51560900-51561812', '3-51563016-51564008', '3-51568544-51568930', '3-51569879-51570522', '3-51571176-51572224', '3-51573011-51573215']"
chmp6a,"['3-51651055-51651848', '3-51652091-51652290', '3-51652379-51652915', '3-51653186-51653547', '3-51653881-51654486', '3-51654852-51655332', '3-51656407-51657346', '3-51657936-51658482', '3-51659846-51660430', '3-51661832-51662586', '3-51662916-51663636', '3-51664903-51665441', '3-51667319-51667899']"
baiap2a,"['3-51675362-51677556', '3-51683335-51683828', '3-51684502-51685508', '3-51685720-51685985', '3-51690988-51691518', '3-51693679-51694901']"
aatka,"['3-52034818-52035284', '3-52039888-52040859', '3-52042233-52042999', '3-52043549-52044630', '3-52045138-52045493', '3-52049229-52050175', '3-52051254-52051782']"
adgre14,"['3-52137428-52137729', '3-52138497-52139238', '3-52139624-52139865', '3-52141567-52141793', '3-52141959-52142390', '3-52142439-52142703', '3-52143713-52143981', '3-52144176-52144756', '3-52146738-52148301', '3-52152153-52153111', '3-52153563-52153881', '3-52154081-52154335']"
ptger1c,"['3-52501033-52501429', '3-52502338-52502726', '3-52504891-52505090', '3-52508000-52508751', '3-52509141-52509340', '3-52510279-52510990', '3-52512637-52513246', '3-52516467-52516962', '3-52520365-52520610']"
slc27a1a,"['3-52536259-52536657', '3-52538996-52539839', '3-52539904-52540583', '3-52542310-52542990', '3-52544657-52545651', '3-52550917-52551586', '3-52552633-52552882', '3-52553795-52554058']"
trim35-13,"['3-52610712-52611423', '3-52614034-52615009', '3-52615213-52615412', '3-52616444-52616829', '3-52617178-52617413', '3-52619349-52621611', '3-52625591-52626047', '3-52627359-52628944']"
si:dkey-210j14.3,"['3-52635072-52635949', '3-52636083-52638635', '3-52641427-52642744', '3-52643906-52645125', '3-52646132-52646996', '3-52648415-52649098', '3-52652906-52653812']"
zgc:113210,"['3-52652906-52653812', '3-52654678-52654877', '3-52654919-52655118', '3-52655996-52656957', '3-52658967-52659170', '3-52659305-52659760', '3-52659841-52661386', '3-52663354-52664226', '3-52668147-52668963', '3-52669512-52669725']"
pgls,"['3-52676850-52677261', '3-52679169-52680034', '3-52682209-52683323', '3-52684187-52684912', '3-52686017-52686874', '3-52687670-52688165', '3-52688269-52688745', '3-52689087-52689594', '3-52691436-52691750', '3-52693092-52693848']"
gmip,"['3-52731307-52731743', '3-52731873-52732886', '3-52734391-52735200', '3-52736728-52738052', '3-52739752-52740326', '3-52741493-52742545', '3-52745963-52747106']"
lmx1al,"['3-52797302-52797798', '3-52798161-52798415', '3-52798447-52799378', '3-52800497-52801185', '3-52803367-52803592', '3-52805249-52805532', '3-52805986-52806452', '3-52807289-52807491', '3-52807897-52809822', '3-52810668-52811233', '3-52811535-52811752', '3-52811787-52812792', '3-52814655-52815316']"
atp13a1,"['3-52891712-52893054', '3-52895173-52896099', '3-52898165-52899153', '3-52899472-52900293', '3-52902080-52902448', '3-52905921-52906131', '3-52908423-52908977']"
dsn1,"['3-52944851-52945577', '3-52946628-52946827', '3-52948201-52948707', '3-52950984-52951878', '3-52952640-52952858', '3-52953550-52954767', '3-52955882-52956209', '3-52956949-52958373', '3-52960664-52961634']"
pbx4,"['3-52990069-52990756', '3-52991270-52991653', '3-52996299-52996783', '3-52999367-53001263', '3-53002442-53003364', '3-53006815-53007826', '3-53008744-53009738']"
lpar2a,"['3-53082838-53083753', '3-53089060-53089962', '3-53090956-53092709', '3-53094350-53094726', '3-53097269-53097893', '3-53098385-53098808', '3-53099228-53099476', '3-53099929-53100554', '3-53100802-53101885']"
brd4,"['3-53106378-53107311', '3-53109098-53110004', '3-53111391-53112123', '3-53112220-53112870', '3-53113371-53113864', '3-53115779-53117566', '3-53119416-53119735', '3-53123306-53124190', '3-53124607-53125623']"
pet100,"['3-53219852-53220152', '3-53222835-53223552', '3-53225403-53225875', '3-53226272-53226567', '3-53227418-53228863', '3-53232375-53232830', '3-53233620-53234121', '3-53234820-53235552', '3-53236425-53238069']"
stxbp2,"['3-53232375-53232830', '3-53233620-53234121', '3-53234820-53235552', '3-53236425-53238069', '3-53239960-53241082', '3-53242448-53242763', '3-53242976-53243835', '3-53247479-53248664', '3-53249891-53250115']"
xab2,"['3-53307129-53307532', '3-53307837-53308696', '3-53309532-53309868', '3-53310793-53312076', '3-53313817-53314255', '3-53316142-53317859', '3-53318784-53319594', '3-53320607-53320828', '3-53322497-53322955', '3-53323414-53323796', '3-53324463-53325040', '3-53325401-53326490']"
camsap3,"['3-53343323-53343662', '3-53344479-53344946', '3-53345287-53345969', '3-53346544-53347053', '3-53349887-53350785', '3-53352018-53353926', '3-53356218-53357076', '3-53357712-53358427', '3-53359561-53360310']"
nr5a5,"['3-53456219-53456986', '3-53457241-53457998', '3-53459128-53459896', '3-53461354-53461976', '3-53464008-53464654', '3-53464938-53465397', '3-53465805-53466239', '3-53467336-53468182', '3-53469809-53470269', '3-53471540-53471752', '3-53472737-53473254']"
soul5,"['3-53476356-53476800', '3-53479383-53479856', '3-53482696-53483456', '3-53484128-53485921', '3-53487300-53487594', '3-53490063-53490352', '3-53490965-53491534', '3-53492118-53492387', '3-53492838-53493539']"
shfl,"['3-53498611-53499148', '3-53499529-53500721', '3-53502623-53502987', '3-53507791-53509008', '3-53510657-53511316', '3-53512355-53512792', '3-53515927-53516904', '3-53517840-53518089']"
zmp:0000001048,"['3-53502623-53502987', '3-53507791-53509008', '3-53510657-53511316', '3-53512355-53512792', '3-53515927-53516904', '3-53517840-53518089', '3-53518805-53519110']"
notch3,"['3-53550118-53550424', '3-53550886-53551664', '3-53552753-53553362', '3-53553751-53554941', '3-53556815-53557164', '3-53557385-53557985', '3-53558603-53559605', '3-53560956-53561755', '3-53562490-53562759', '3-53563119-53563582', '3-53563702-53564060', '3-53566077-53566852', '3-53567193-53567691']"
rdh8a,"['3-53713589-53714187', '3-53715809-53716888', '3-53717659-53718351', '3-53721522-53722520', '3-53722774-53723178', '3-53725327-53726264', '3-53726980-53728454']"
col5a3a,"['3-53764269-53764753', '3-53766783-53767942', '3-53768256-53769057', '3-53772595-53774217', '3-53774965-53776030', '3-53782485-53782700']"
olfm2a,"['3-54003241-54003807', '3-54004902-54005873', '3-54008204-54008434', '3-54009328-54010149', '3-54010674-54011176', '3-54011555-54012018', '3-54014932-54015131', '3-54015136-54015335', '3-54017447-54018545', '3-54018713-54018963', '3-54018997-54020288', '3-54021960-54022209']"
