gene_id,assigned_peaks
mpp7b,"['2-3860945-3861858', '2-3863172-3863410', '2-3865783-3866008', '2-3866362-3866576', '2-3867347-3867547', '2-3867800-3868245', '2-3869661-3871587', '2-3872904-3873609', '2-3875079-3875485', '2-3876012-3876360', '2-3876952-3877366', '2-3878935-3879389', '2-3882101-3882646', '2-3884388-3884955', '2-3885511-3885851', '2-3887888-3888265', '2-3890634-3891358', '2-3891892-3892729', '2-3893303-3893690', '2-3894252-3894465', '2-3897089-3897725']"
mkxb,"['2-3966920-3967306', '2-3970671-3971233', '2-3972039-3972859', '2-3976185-3977533', '2-3978191-3978471', '2-3980119-3980619', '2-3981397-3981799', '2-3983148-3983747', '2-3985574-3986240', '2-3986776-3987237', '2-3988890-3989176', '2-3989491-3989906', '2-3991075-3991773', '2-3992089-3992519', '2-3994482-3995594', '2-3995945-3996259', '2-3996739-3997399', '2-3998275-3999168', '2-4003346-4003932', '2-4004492-4005484']"
rab18b,"['2-4013449-4013728', '2-4014539-4015071', '2-4016118-4016638', '2-4016669-4017037', '2-4020232-4020922', '2-4021792-4022309', '2-4023553-4023952', '2-4026227-4026846', '2-4027026-4027590', '2-4028988-4029590', '2-4030216-4030574', '2-4031827-4032798', '2-4034376-4034807', '2-4034963-4035379', '2-4036080-4037122', '2-4037711-4037953', '2-4038543-4039001', '2-4040410-4042711', '2-4046003-4046522', '2-4049586-4050243', '2-4051202-4052163']"
yme1l1b,"['2-4051202-4052163', '2-4055940-4056192', '2-4058114-4059252', '2-4060434-4061288', '2-4062778-4063726', '2-4065121-4065850', '2-4067402-4068260', '2-4068404-4069039', '2-4070237-4071007', '2-4073996-4075454', '2-4078331-4078673', '2-4079833-4080811', '2-4083940-4085093', '2-4085837-4086658', '2-4087167-4088032', '2-4089768-4090269']"
mib1,"['2-4055940-4056192', '2-4058114-4059252', '2-4060434-4061288', '2-4062778-4063726', '2-4065121-4065850', '2-4067402-4068260', '2-4068404-4069039', '2-4070237-4071007', '2-4073996-4075454', '2-4078331-4078673', '2-4079833-4080811', '2-4083940-4085093', '2-4085837-4086658', '2-4087167-4088032', '2-4089768-4090269', '2-4090757-4091576', '2-4091886-4092546', '2-4092861-4093068', '2-4093292-4093620']"
gata6,"['2-4188377-4188576', '2-4188728-4189623', '2-4191869-4192746', '2-4193964-4194815', '2-4195817-4196749', '2-4196754-4197589', '2-4199662-4200547', '2-4202286-4202917', '2-4203864-4204521', '2-4204591-4205010', '2-4205032-4205796', '2-4206730-4207639', '2-4207946-4208946', '2-4210288-4210829', '2-4212510-4213323', '2-4216810-4217410', '2-4219977-4220462', '2-4221655-4222203', '2-4223267-4224066', '2-4225649-4225947']"
cables1,"['2-4283651-4284607', '2-4284928-4285744', '2-4287861-4288316', '2-4288591-4289451', '2-4289654-4290095', '2-4291928-4292591', '2-4292603-4293414', '2-4295046-4295502', '2-4297677-4298407', '2-4299229-4299988', '2-4302149-4303812', '2-4307284-4308000', '2-4308149-4308517', '2-4308929-4309670', '2-4311165-4311983', '2-4313989-4314726', '2-4315003-4315870', '2-4316081-4316910', '2-4319627-4319926', '2-4320095-4322593']"
wacb,"['2-4355739-4356067', '2-4357416-4357714', '2-4358822-4359788', '2-4360077-4360658', '2-4361188-4361559', '2-4361925-4362367', '2-4362666-4362946', '2-4363446-4363763', '2-4364118-4364608', '2-4366424-4367389', '2-4368406-4368742', '2-4368875-4369212', '2-4370249-4370736', '2-4370801-4372552', '2-4374993-4375942', '2-4378719-4379206', '2-4380168-4381817', '2-4382690-4383360', '2-4385529-4385751', '2-4386222-4386566', '2-4387041-4387880', '2-4388999-4390092', '2-4393679-4393996']"
bambib,"['2-4385529-4385751', '2-4386222-4386566', '2-4387041-4387880', '2-4388999-4390092', '2-4393679-4393996', '2-4394689-4395675', '2-4397273-4397517', '2-4399075-4399852', '2-4399974-4400731', '2-4401482-4402001', '2-4402005-4403211', '2-4404877-4405493', '2-4406189-4406978', '2-4407831-4408564', '2-4410383-4410915', '2-4412252-4413394', '2-4413969-4414168', '2-4415146-4415469', '2-4416809-4417703', '2-4418025-4418579', '2-4420497-4421257', '2-4421485-4421713']"
adipoqb,"['2-4476531-4476932', '2-4478177-4478694', '2-4480374-4481439', '2-4483062-4484027', '2-4485913-4486745', '2-4487791-4488079', '2-4488864-4489439', '2-4490796-4491456', '2-4491539-4492134', '2-4493770-4494342', '2-4494476-4495129', '2-4496275-4496911', '2-4498010-4498285', '2-4498978-4499187', '2-4500039-4500806', '2-4504683-4505474', '2-4505891-4506293', '2-4507546-4507941', '2-4508401-4508685', '2-4511306-4512251', '2-4512848-4513190', '2-4514043-4514843', '2-4515438-4515637']"
tnk2b,"['2-4820627-4820977', '2-4821060-4821259', '2-4821964-4822852', '2-4822956-4823250', '2-4825487-4825786', '2-4825936-4826318', '2-4827108-4827883', '2-4828118-4828845', '2-4831677-4832264', '2-4832483-4832793', '2-4833124-4833421', '2-4833672-4834953', '2-4836938-4837628', '2-4838211-4838946', '2-4841003-4841770', '2-4842351-4843233', '2-4844645-4845194', '2-4845694-4846351', '2-4849631-4850040', '2-4851803-4852545', '2-4853664-4854015', '2-4856327-4857061', '2-4858316-4858515']"
tfr1a,"['2-4856327-4857061', '2-4858316-4858515', '2-4858773-4859529', '2-4860092-4860433', '2-4860979-4861370', '2-4862976-4863316', '2-4864123-4864563', '2-4864728-4865737', '2-4866406-4866725', '2-4868659-4868860', '2-4870288-4871053', '2-4871477-4872045', '2-4874059-4875407', '2-4875411-4875634', '2-4875893-4876537', '2-4877530-4878107', '2-4878413-4879476', '2-4883041-4884468', '2-4884913-4885294', '2-4885972-4886196', '2-4888229-4889254', '2-4892735-4893727', '2-4893966-4894165']"
ptmab,"['2-5115204-5115772', '2-5118144-5118687', '2-5119322-5120233', '2-5120485-5120689', '2-5122321-5122637', '2-5123273-5123760', '2-5124143-5124754', '2-5127231-5128031', '2-5129614-5130394', '2-5130566-5131519', '2-5132806-5136303', '2-5137299-5138268', '2-5139043-5139566', '2-5143758-5144492', '2-5145336-5145771', '2-5146246-5146731', '2-5147875-5148094', '2-5149263-5149866', '2-5150250-5151188', '2-5151508-5152104', '2-5152623-5153467']"
phb2a,"['2-5180213-5181156', '2-5182180-5183287', '2-5184532-5185387', '2-5186125-5186587', '2-5186827-5187026', '2-5187627-5188974', '2-5190514-5191322', '2-5191579-5191968', '2-5194034-5194396', '2-5195540-5196444', '2-5197128-5197801', '2-5198750-5199635', '2-5200409-5200837', '2-5204686-5205511', '2-5206432-5207129', '2-5209256-5209971', '2-5210442-5211264', '2-5212039-5212327', '2-5212948-5213870', '2-5214933-5215363', '2-5215924-5216681', '2-5217251-5218187', '2-5218872-5219139']"
pex5lb,"['2-5190514-5191322', '2-5191579-5191968', '2-5194034-5194396', '2-5195540-5196444', '2-5197128-5197801', '2-5198750-5199635', '2-5200409-5200837', '2-5204686-5205511', '2-5206432-5207129', '2-5209256-5209971', '2-5210442-5211264', '2-5212039-5212327', '2-5212948-5213870', '2-5214933-5215363', '2-5215924-5216681', '2-5217251-5218187', '2-5218872-5219139', '2-5219169-5219559', '2-5220622-5220821', '2-5221447-5222195', '2-5224544-5224854', '2-5225422-5226167', '2-5226455-5226944', '2-5228424-5228910']"
si:ch1073-184j22.1,"['2-5342847-5343540', '2-5345363-5346030', '2-5346243-5346954', '2-5347259-5347769', '2-5350124-5351449', '2-5351595-5352455', '2-5352751-5353050', '2-5353212-5353799', '2-5354166-5354427', '2-5356463-5356796', '2-5357320-5357995', '2-5358398-5359045', '2-5359692-5359969', '2-5360243-5360991', '2-5361318-5362741', '2-5366480-5367243', '2-5367521-5368610', '2-5369314-5369550', '2-5371307-5372209', '2-5374029-5374514', '2-5377193-5377917', '2-5379402-5379843', '2-5380679-5381207', '2-5381555-5381898']"
si:ch1073-184j22.2,"['2-5387513-5387946', '2-5389835-5390643', '2-5390920-5391896', '2-5393802-5394222', '2-5394396-5394971', '2-5395192-5395418', '2-5397137-5398000', '2-5398369-5398904', '2-5400248-5401412', '2-5402814-5403681', '2-5404270-5404779', '2-5405731-5407777', '2-5410753-5411490', '2-5412993-5413213', '2-5413433-5413851', '2-5414039-5414511', '2-5414710-5415545', '2-5418324-5419254', '2-5419565-5420473', '2-5421732-5422522']"
sft2d3,"['2-5387513-5387946', '2-5389835-5390643', '2-5390920-5391896', '2-5393802-5394222', '2-5394396-5394971', '2-5395192-5395418', '2-5397137-5398000', '2-5398369-5398904', '2-5400248-5401412', '2-5402814-5403681', '2-5404270-5404779', '2-5405731-5407777', '2-5410753-5411490', '2-5412993-5413213', '2-5413433-5413851', '2-5414039-5414511', '2-5414710-5415545', '2-5418324-5419254', '2-5419565-5420473', '2-5421732-5422522']"
wdr33,"['2-5424618-5426245', '2-5428756-5429651', '2-5432697-5433094', '2-5434672-5435615', '2-5437659-5437960', '2-5439748-5440659', '2-5442672-5443809', '2-5445793-5446377', '2-5446829-5447141', '2-5447982-5448608', '2-5448788-5449176', '2-5449581-5449789', '2-5452669-5452967', '2-5453626-5454005', '2-5455433-5455632', '2-5456161-5456360', '2-5457459-5458133', '2-5459385-5459696', '2-5460132-5461058', '2-5462427-5462764', '2-5462790-5463387']"
dusp28,"['2-5428756-5429651', '2-5432697-5433094', '2-5434672-5435615', '2-5437659-5437960', '2-5439748-5440659', '2-5442672-5443809', '2-5445793-5446377', '2-5446829-5447141', '2-5447982-5448608', '2-5448788-5449176', '2-5449581-5449789', '2-5452669-5452967', '2-5453626-5454005', '2-5455433-5455632', '2-5456161-5456360', '2-5457459-5458133', '2-5459385-5459696', '2-5460132-5461058', '2-5462427-5462764', '2-5462790-5463387', '2-5464284-5464588', '2-5465136-5465358']"
proca,"['2-5456161-5456360', '2-5457459-5458133', '2-5459385-5459696', '2-5460132-5461058', '2-5462427-5462764', '2-5462790-5463387', '2-5464284-5464588', '2-5465136-5465358', '2-5468241-5468628', '2-5472840-5473182', '2-5476042-5477545', '2-5477624-5478339', '2-5478908-5479182', '2-5483733-5484146', '2-5484401-5484979', '2-5485268-5487441', '2-5489313-5489751', '2-5491865-5492542', '2-5492563-5493349']"
saga,"['2-5485268-5487441', '2-5489313-5489751', '2-5491865-5492542', '2-5492563-5493349', '2-5495669-5496119', '2-5496825-5497674', '2-5498638-5499948', '2-5500322-5500589', '2-5500678-5500907', '2-5502663-5503110', '2-5503507-5504044', '2-5504880-5505269', '2-5507066-5507564', '2-5510240-5510672', '2-5511327-5511885', '2-5513213-5513485', '2-5513704-5514329', '2-5515520-5515740', '2-5517118-5517636', '2-5519561-5520610', '2-5520771-5521001', '2-5521253-5521949', '2-5523814-5524852']"
cldn15la,"['2-5498638-5499948', '2-5500322-5500589', '2-5500678-5500907', '2-5502663-5503110', '2-5503507-5504044', '2-5504880-5505269', '2-5507066-5507564', '2-5510240-5510672', '2-5511327-5511885', '2-5513213-5513485', '2-5513704-5514329', '2-5515520-5515740', '2-5517118-5517636', '2-5519561-5520610', '2-5520771-5521001', '2-5521253-5521949', '2-5523814-5524852', '2-5525685-5526423', '2-5526640-5526959', '2-5528818-5529415', '2-5531203-5531747', '2-5532233-5532755', '2-5533402-5533672', '2-5534439-5535281', '2-5535551-5535853', '2-5536132-5536775']"
crfb16,"['2-5502663-5503110', '2-5503507-5504044', '2-5504880-5505269', '2-5507066-5507564', '2-5510240-5510672', '2-5511327-5511885', '2-5513213-5513485', '2-5513704-5514329', '2-5515520-5515740', '2-5517118-5517636', '2-5519561-5520610', '2-5520771-5521001', '2-5521253-5521949', '2-5523814-5524852', '2-5525685-5526423', '2-5526640-5526959', '2-5528818-5529415', '2-5531203-5531747', '2-5532233-5532755', '2-5533402-5533672', '2-5534439-5535281', '2-5535551-5535853', '2-5536132-5536775', '2-5537413-5537612', '2-5540323-5541233']"
parla,"['2-5543080-5543854', '2-5544017-5544319', '2-5545940-5546522', '2-5546750-5547388', '2-5547823-5548030', '2-5549177-5549708', '2-5549884-5550239', '2-5552561-5552901', '2-5554985-5555487', '2-5560219-5561142', '2-5562994-5563702', '2-5566845-5567699', '2-5568285-5568702', '2-5569306-5569527', '2-5569831-5571048', '2-5571583-5571987', '2-5573977-5574186', '2-5577050-5577249', '2-5577376-5578627', '2-5579752-5580236']"
mb21d2,"['2-5544017-5544319', '2-5545940-5546522', '2-5546750-5547388', '2-5547823-5548030', '2-5549177-5549708', '2-5549884-5550239', '2-5552561-5552901', '2-5554985-5555487', '2-5560219-5561142', '2-5562994-5563702', '2-5566845-5567699', '2-5568285-5568702', '2-5569306-5569527', '2-5569831-5571048', '2-5571583-5571987', '2-5573977-5574186', '2-5577050-5577249', '2-5577376-5578627', '2-5579752-5580236', '2-5582751-5583085']"
fgf12a,"['2-5568285-5568702', '2-5569306-5569527', '2-5569831-5571048', '2-5571583-5571987', '2-5573977-5574186', '2-5577050-5577249', '2-5577376-5578627', '2-5579752-5580236', '2-5582751-5583085', '2-5583561-5584528', '2-5586828-5588183', '2-5591388-5592065', '2-5592328-5592900', '2-5593095-5593435', '2-5594199-5594588', '2-5595062-5595584', '2-5600704-5602165', '2-5602813-5603599', '2-5605344-5606249']"
cwc25,"['2-5704217-5704996', '2-5705216-5705426', '2-5708622-5708999', '2-5709604-5710120', '2-5713771-5714353', '2-5716226-5716464', '2-5716592-5716970', '2-5718062-5718421', '2-5719679-5720196', '2-5722127-5722354', '2-5723278-5725189', '2-5726323-5726774', '2-5728604-5729182', '2-5730230-5730980', '2-5731808-5732711', '2-5734050-5734852', '2-5734880-5735154', '2-5736017-5736414', '2-5736758-5737762', '2-5738797-5739048', '2-5739885-5741860', '2-5742369-5742877']"
sst2,"['2-5709604-5710120', '2-5713771-5714353', '2-5716226-5716464', '2-5716592-5716970', '2-5718062-5718421', '2-5719679-5720196', '2-5722127-5722354', '2-5723278-5725189', '2-5726323-5726774', '2-5728604-5729182', '2-5730230-5730980', '2-5731808-5732711', '2-5734050-5734852', '2-5734880-5735154', '2-5736017-5736414', '2-5736758-5737762', '2-5738797-5739048', '2-5739885-5741860', '2-5742369-5742877', '2-5745545-5746032']"
nyap2b,"['2-5757383-5757598', '2-5757810-5758386', '2-5759319-5760170', '2-5760443-5760765', '2-5761096-5761433', '2-5761733-5762629', '2-5764265-5764975', '2-5766606-5767687', '2-5767849-5768317', '2-5769293-5769885', '2-5770166-5770447', '2-5770939-5771156', '2-5773988-5774616', '2-5775513-5777227', '2-5780235-5780931', '2-5781046-5781567', '2-5781936-5782210', '2-5782378-5784129', '2-5786911-5787662', '2-5788326-5788526', '2-5789522-5789951', '2-5791762-5792367', '2-5792823-5794424']"
slc35d1b,"['2-5773988-5774616', '2-5775513-5777227', '2-5780235-5780931', '2-5781046-5781567', '2-5781936-5782210', '2-5782378-5784129', '2-5786911-5787662', '2-5788326-5788526', '2-5789522-5789951', '2-5791762-5792367', '2-5792823-5794424', '2-5797637-5798542', '2-5799094-5799905', '2-5800557-5800781', '2-5803543-5804682', '2-5804820-5805116', '2-5805595-5806117', '2-5806457-5806891', '2-5807696-5808095', '2-5809569-5809895', '2-5810599-5810831', '2-5811081-5812161']"
mier1b,"['2-5816996-5817865', '2-5818514-5819230', '2-5819520-5820043', '2-5820991-5821888', '2-5822987-5823651', '2-5825586-5825834', '2-5826568-5826772', '2-5827264-5827949', '2-5827985-5828582', '2-5829777-5830490', '2-5835381-5836261', '2-5838977-5839653', '2-5840305-5840528', '2-5840963-5841932', '2-5843653-5844355', '2-5844502-5844817', '2-5846595-5846817', '2-5848928-5849466', '2-5849834-5850414', '2-5851047-5851715', '2-5852198-5852527', '2-5853539-5853931', '2-5855059-5855332']"
dis3l2,"['2-5822987-5823651', '2-5825586-5825834', '2-5826568-5826772', '2-5827264-5827949', '2-5827985-5828582', '2-5829777-5830490', '2-5835381-5836261', '2-5838977-5839653', '2-5840305-5840528', '2-5840963-5841932', '2-5843653-5844355', '2-5844502-5844817', '2-5846595-5846817', '2-5848928-5849466', '2-5849834-5850414', '2-5851047-5851715', '2-5852198-5852527', '2-5853539-5853931', '2-5855059-5855332', '2-5855956-5856781', '2-5856965-5857215', '2-5858627-5859227', '2-5859362-5859675', '2-5860460-5860936']"
tmem125b,"['2-5924482-5924852', '2-5925018-5925337', '2-5926997-5928117', '2-5929589-5929907', '2-5931567-5931766', '2-5933390-5934252', '2-5936344-5937129', '2-5941758-5943063', '2-5948090-5948838', '2-5950591-5950898', '2-5951906-5952459', '2-5953467-5953829', '2-5954169-5954372', '2-5956881-5957929', '2-5958102-5958492', '2-5960443-5960659', '2-5960797-5961105', '2-5961838-5962208']"
slc1a7a,"['2-5929589-5929907', '2-5931567-5931766', '2-5933390-5934252', '2-5936344-5937129', '2-5941758-5943063', '2-5948090-5948838', '2-5950591-5950898', '2-5951906-5952459', '2-5953467-5953829', '2-5954169-5954372', '2-5956881-5957929', '2-5958102-5958492', '2-5960443-5960659', '2-5960797-5961105', '2-5961838-5962208', '2-5962893-5963519', '2-5965008-5965950']"
scp2a,"['2-6020293-6020782', '2-6021110-6021625', '2-6022114-6022526', '2-6026045-6026862', '2-6028413-6028644', '2-6028909-6029190', '2-6029513-6030155', '2-6031411-6031869', '2-6032089-6032326', '2-6033782-6034367', '2-6036230-6037340', '2-6038528-6039969', '2-6041078-6041837', '2-6044692-6045030', '2-6049502-6049728', '2-6050147-6052371', '2-6052684-6052992', '2-6055227-6056130', '2-6056571-6057093', '2-6057665-6057938', '2-6058318-6059257']"
czib,"['2-6032089-6032326', '2-6033782-6034367', '2-6036230-6037340', '2-6038528-6039969', '2-6041078-6041837', '2-6044692-6045030', '2-6049502-6049728', '2-6050147-6052371', '2-6052684-6052992', '2-6055227-6056130', '2-6056571-6057093', '2-6057665-6057938', '2-6058318-6059257', '2-6059631-6060575', '2-6061328-6061952', '2-6063782-6065457', '2-6067026-6067926']"
uck2b,"['2-6049502-6049728', '2-6050147-6052371', '2-6052684-6052992', '2-6055227-6056130', '2-6056571-6057093', '2-6057665-6057938', '2-6058318-6059257', '2-6059631-6060575', '2-6061328-6061952', '2-6063782-6065457', '2-6067026-6067926', '2-6071248-6072151', '2-6073307-6074953', '2-6075312-6075572', '2-6077007-6077418', '2-6078279-6079087', '2-6081623-6081996', '2-6082316-6082914', '2-6084265-6085156']"
aldh9a1b,"['2-6049502-6049728', '2-6050147-6052371', '2-6052684-6052992', '2-6055227-6056130', '2-6056571-6057093', '2-6057665-6057938', '2-6058318-6059257', '2-6059631-6060575', '2-6061328-6061952', '2-6063782-6065457', '2-6067026-6067926', '2-6071248-6072151', '2-6073307-6074953', '2-6075312-6075572', '2-6077007-6077418', '2-6078279-6079087', '2-6081623-6081996', '2-6082316-6082914', '2-6084265-6085156', '2-6085326-6085776']"
zte38,"['2-6084265-6085156', '2-6085326-6085776', '2-6087043-6087389', '2-6087573-6088096', '2-6092033-6092257', '2-6092734-6093598', '2-6095245-6095770', '2-6096605-6097364', '2-6099836-6100673', '2-6101086-6101524', '2-6102812-6103174', '2-6103589-6104163', '2-6105510-6105842', '2-6109494-6110115', '2-6110244-6110772', '2-6112198-6112921', '2-6114509-6114844', '2-6115090-6115926', '2-6118328-6119198', '2-6120578-6120887', '2-6121200-6123044', '2-6123230-6123596']"
prdx1,"['2-6109494-6110115', '2-6110244-6110772', '2-6112198-6112921', '2-6114509-6114844', '2-6115090-6115926', '2-6118328-6119198', '2-6120578-6120887', '2-6121200-6123044', '2-6123230-6123596', '2-6124249-6125127', '2-6126466-6127655', '2-6129291-6129511', '2-6131330-6131681', '2-6131892-6132097', '2-6132200-6132666', '2-6133679-6134412', '2-6137314-6137565', '2-6138497-6138909', '2-6140085-6140470', '2-6140548-6141466', '2-6142002-6142501', '2-6143127-6143326', '2-6143498-6144114']"
fzr1b,"['2-6109494-6110115', '2-6110244-6110772', '2-6112198-6112921', '2-6114509-6114844', '2-6115090-6115926', '2-6118328-6119198', '2-6120578-6120887', '2-6121200-6123044', '2-6123230-6123596', '2-6124249-6125127', '2-6126466-6127655', '2-6129291-6129511', '2-6131330-6131681', '2-6131892-6132097', '2-6132200-6132666', '2-6133679-6134412', '2-6137314-6137565', '2-6138497-6138909', '2-6140085-6140470', '2-6140548-6141466', '2-6142002-6142501', '2-6143127-6143326', '2-6143498-6144114']"
si:ch73-344o19.1,"['2-6162943-6163256', '2-6164967-6165450', '2-6165482-6165681', '2-6166945-6167567', '2-6168650-6168888', '2-6169667-6170275', '2-6171200-6171798', '2-6171936-6172341', '2-6173772-6174441', '2-6175873-6176190', '2-6178171-6178550', '2-6178809-6179368', '2-6180939-6182045', '2-6184426-6184739', '2-6185869-6186176', '2-6186900-6187282', '2-6191067-6192551', '2-6193770-6194226', '2-6195357-6196074', '2-6198046-6198694']"
gng5,"['2-6223770-6224084', '2-6225343-6226094', '2-6226351-6226562', '2-6226933-6227307', '2-6229518-6229975', '2-6230241-6230440', '2-6231479-6232855', '2-6242722-6243555', '2-6244079-6244812', '2-6248152-6249471', '2-6250098-6250471', '2-6253075-6253890', '2-6254747-6255000', '2-6255155-6255749', '2-6257723-6258610', '2-6261662-6262317']"
zp3b,"['2-6242722-6243555', '2-6244079-6244812', '2-6248152-6249471', '2-6250098-6250471', '2-6253075-6253890', '2-6254747-6255000', '2-6255155-6255749', '2-6257723-6258610', '2-6261662-6262317', '2-6262855-6263747', '2-6264554-6264919', '2-6265270-6266077', '2-6266813-6267377', '2-6270877-6271767', '2-6272015-6272535', '2-6272972-6273214']"
arl14,"['2-6242722-6243555', '2-6244079-6244812', '2-6248152-6249471', '2-6250098-6250471', '2-6253075-6253890', '2-6254747-6255000', '2-6255155-6255749', '2-6257723-6258610', '2-6261662-6262317', '2-6262855-6263747', '2-6264554-6264919', '2-6265270-6266077', '2-6266813-6267377', '2-6270877-6271767', '2-6272015-6272535', '2-6272972-6273214', '2-6274313-6274651', '2-6277143-6278410', '2-6278729-6279673', '2-6280860-6281619']"
ppm1la,"['2-6272972-6273214', '2-6274313-6274651', '2-6277143-6278410', '2-6278729-6279673', '2-6280860-6281619', '2-6282766-6284122', '2-6288298-6288938', '2-6289173-6289501', '2-6290932-6292719', '2-6293989-6294783', '2-6294950-6296009', '2-6296176-6297097', '2-6299340-6300336', '2-6300638-6301218', '2-6303227-6305813', '2-6308874-6309161', '2-6310657-6311917']"
otol1a,"['2-6288298-6288938', '2-6289173-6289501', '2-6290932-6292719', '2-6293989-6294783', '2-6294950-6296009', '2-6296176-6297097', '2-6299340-6300336', '2-6300638-6301218', '2-6303227-6305813', '2-6308874-6309161', '2-6310657-6311917', '2-6314505-6314704', '2-6315081-6316191', '2-6317864-6318879', '2-6319758-6320396', '2-6320742-6321277', '2-6322394-6323353']"
si:dkey-119f1.1,"['2-6456051-6457863', '2-6458353-6458873', '2-6458978-6459590', '2-6459877-6460340', '2-6462790-6463076', '2-6463419-6463894', '2-6464856-6466332', '2-6467932-6468131', '2-6468740-6469922', '2-6471025-6471718', '2-6475475-6476454']"
rgs1,"['2-6498975-6500406', '2-6502255-6502664', '2-6505182-6506792', '2-6508459-6509106', '2-6509963-6510379', '2-6510644-6510843', '2-6512118-6512325', '2-6512539-6513477', '2-6513836-6514213', '2-6514229-6514428', '2-6516377-6516753', '2-6518318-6518960', '2-6520425-6520876', '2-6522023-6522633', '2-6524419-6525015', '2-6526601-6527567', '2-6528226-6528433', '2-6532054-6532441', '2-6533997-6534441', '2-6536544-6536775']"
rgs18,"['2-6543937-6544293', '2-6544585-6544969', '2-6545438-6545782', '2-6548065-6548848', '2-6549970-6550316', '2-6550980-6551362', '2-6551653-6552410', '2-6553599-6553974', '2-6554943-6555475', '2-6556225-6557303', '2-6560593-6561735', '2-6562255-6562483', '2-6562579-6563432', '2-6563654-6563853', '2-6564356-6564837', '2-6566882-6567103', '2-6569647-6570475', '2-6571217-6572474', '2-6574057-6574256', '2-6575133-6575690', '2-6576050-6576433', '2-6576488-6576939']"
brinp3b,"['2-6716243-6716657', '2-6718696-6718923', '2-6719209-6720005', '2-6724436-6725834', '2-6727594-6728221', '2-6731506-6732138', '2-6733949-6734963', '2-6737295-6737631', '2-6738147-6738631', '2-6739401-6739600', '2-6739636-6739927', '2-6742788-6743372', '2-6743603-6744131', '2-6744825-6745312', '2-6746761-6747657', '2-6747823-6748358', '2-6751595-6752387']"
rgs5b,"['2-6867225-6867775', '2-6869665-6870435', '2-6871387-6871805', '2-6872009-6872508', '2-6876011-6876271', '2-6876431-6877001', '2-6877348-6878663', '2-6879479-6879935', '2-6883279-6883780', '2-6885239-6885931', '2-6886231-6886430', '2-6886484-6886984', '2-6887126-6887766', '2-6888448-6888943', '2-6890927-6891522', '2-6895987-6897698', '2-6898762-6899993', '2-6902176-6902893', '2-6904850-6905260']"
nos1apb,"['2-6906332-6906774', '2-6907670-6908452', '2-6909867-6910466', '2-6910647-6910846', '2-6910992-6911712', '2-6912150-6912661', '2-6913304-6914170', '2-6917488-6918055', '2-6918254-6918604', '2-6919011-6919516', '2-6920348-6920711', '2-6925709-6926803', '2-6927351-6928135', '2-6930177-6931017', '2-6933447-6934090', '2-6935242-6935627', '2-6937182-6937407', '2-6938466-6938696', '2-6938884-6939763', '2-6940663-6940909', '2-6941330-6941757', '2-6944970-6945372']"
ddr2b,"['2-6944970-6945372', '2-6948395-6949117', '2-6950852-6951186', '2-6951310-6952616', '2-6953359-6953773', '2-6954006-6954303', '2-6957879-6958189', '2-6958639-6959297', '2-6959489-6959720', '2-6960217-6960463', '2-6963020-6963414', '2-6963704-6964014', '2-6965718-6965965', '2-6967267-6967523', '2-6968420-6969041', '2-6969795-6971020', '2-6971247-6971548', '2-6972992-6973856', '2-6973928-6974711', '2-6975474-6976250', '2-6976498-6977364', '2-6978576-6978958', '2-6979767-6980935']"
xpr1b,"['2-6979767-6980935', '2-6985834-6986221', '2-6988231-6989487', '2-6990875-6991760', '2-6991894-6992321', '2-6995954-6996324', '2-6998774-6999848', '2-7001333-7001993', '2-7005638-7006329', '2-7010713-7011083', '2-7013789-7014222', '2-7014392-7014926', '2-7015755-7016845']"
cdc14aa,"['2-7055897-7056259', '2-7056726-7056984', '2-7057501-7058153', '2-7060542-7060919', '2-7062343-7063875', '2-7065578-7066044', '2-7066511-7067403', '2-7067873-7068702', '2-7069324-7070300', '2-7070868-7071737', '2-7073654-7074456', '2-7074499-7075641', '2-7077097-7077296', '2-7077865-7078069', '2-7078560-7079227', '2-7080890-7081323', '2-7083466-7084484', '2-7085788-7086443', '2-7087236-7087702', '2-7090501-7091633', '2-7091775-7092402', '2-7092963-7093299']"
vcam1a,"['2-7087236-7087702', '2-7090501-7091633', '2-7091775-7092402', '2-7092963-7093299', '2-7096167-7096709', '2-7097675-7098127', '2-7099071-7100365', '2-7100792-7101434', '2-7104762-7105046', '2-7105822-7106021', '2-7106024-7106429', '2-7106560-7107401', '2-7109124-7109439', '2-7110368-7110781', '2-7111212-7112010', '2-7114320-7115301', '2-7116913-7117556', '2-7118018-7118569', '2-7119981-7120244', '2-7121302-7121966', '2-7123514-7124162', '2-7125311-7125918']"
extl2,"['2-7114320-7115301', '2-7116913-7117556', '2-7118018-7118569', '2-7119981-7120244', '2-7121302-7121966', '2-7123514-7124162', '2-7125311-7125918', '2-7126429-7127459', '2-7129010-7129781', '2-7130192-7130844', '2-7131207-7132627', '2-7134060-7135027', '2-7136616-7137078', '2-7137481-7138100', '2-7140261-7140532', '2-7142694-7143113', '2-7143338-7143661', '2-7144582-7145326', '2-7145486-7146643', '2-7146696-7146918', '2-7147097-7147362', '2-7149207-7149574', '2-7150184-7150737']"
